satelite_id,Datetime,C_rs,Delta n0,M0,C_uc,e,C_us,sqrt(A),T_oe,C_ic,OMEGA0,C_is,i0,C_rc,omega,OMEGA DOT,IDOT,Data source,GAL Week,SISA signal,SV health,BGDa,BGDb,t_tm
E02,2025-03-23 02:30:00,40.1875,3.116558388595e-09,-2.934310278281,1.972541213036e-06,0.0004366186913103,7.413327693939e-06,5440.610330582001,9000.0,-1.098960638046e-07,0.9324794365286,-3.725290298462e-08,0.9642117315632,184.71875,0.8418192213096001,-5.444512500085e-09,-3.0822712461120003e-10,517.0,2359.0,3.12,0.0,-1.629814505577e-09,-2.5611370801929998e-09,9664.0
E02,2025-03-23 02:30:00,40.1875,3.116558388595e-09,-2.934310278281,1.972541213036e-06,0.0004366186913103,7.413327693939e-06,5440.610330582001,9000.0,-1.098960638046e-07,0.9324794365286,-3.725290298462e-08,0.9642117315632,184.71875,0.8418192213096001,-5.444512500085e-09,-3.0822712461120003e-10,258.0,2359.0,3.12,0.0,-1.629814505577e-09,0.0,9700.0
E02,2025-03-23 02:40:00,40.21875,3.120487123671e-09,-2.859950396619,1.9706785678859997e-06,0.0004366269567981,7.417052984238e-06,5440.610303879,9600.0,-9.872019290924e-08,0.9324762473671001,-5.4016709327700004e-08,0.9642115955118,184.84375,0.8418447565446,-5.447012604224e-09,-3.192990143713e-10,517.0,2359.0,3.12,0.0,-1.629814505577e-09,-2.5611370801929998e-09,10264.0
E02,2025-03-23 02:40:00,40.21875,3.120487123671e-09,-2.859950396619,1.9706785678859997e-06,0.0004366269567981,7.417052984238e-06,5440.610303879,9600.0,-9.872019290924e-08,0.9324762473671001,-5.4016709327700004e-08,0.9642115955118,184.84375,0.8418447565446,-5.447012604224e-09,-3.192990143713e-10,258.0,2359.0,3.12,0.0,-1.629814505577e-09,0.0,10300.0
E02,2025-03-23 02:50:00,40.28125,3.125130174216e-09,-2.785595702465,1.9688159227369996e-06,0.00043663557153200005,7.420778274535999e-06,5440.610273361,10200.0,-8.568167686462001e-08,0.9324730596687001,-6.705522537231e-08,0.9642114506829,184.96875,0.8418754763614,-5.450584181566e-09,-3.300137463972e-10,517.0,2359.0,3.12,0.0,-1.629814505577e-09,-2.5611370801929998e-09,10864.0
E02,2025-03-23 02:50:00,40.28125,3.125130174216e-09,-2.785595702465,1.9688159227369996e-06,0.00043663557153200005,7.420778274535999e-06,5440.610273361,10200.0,-8.568167686462001e-08,0.9324730596687001,-6.705522537231e-08,0.9642114506829,184.96875,0.8418754763614,-5.450584181566e-09,-3.300137463972e-10,258.0,2359.0,3.12,0.0,-1.629814505577e-09,0.0,10900.0
E02,2025-03-23 03:00:00,40.40625,3.1304875402290002e-09,-2.711252372258,1.966953277588e-06,0.0004366459324956,7.424503564835e-06,5440.610233307,10800.0,-7.078051567078001e-08,0.9324698734331,-7.636845111847e-08,0.9642112926877,185.125,0.8419175601258001,-5.454870074377001e-09,-3.403713206889e-10,517.0,2359.0,3.12,0.0,-1.629814505577e-09,-2.5611370801929998e-09,11464.0
E02,2025-03-23 03:00:00,40.40625,3.1304875402290002e-09,-2.711252372258,1.966953277588e-06,0.0004366459324956,7.424503564835e-06,5440.610233307,10800.0,-7.078051567078001e-08,0.9324698734331,-7.636845111847e-08,0.9642112926877,185.125,0.8419175601258001,-5.454870074377001e-09,-3.403713206889e-10,258.0,2359.0,3.12,0.0,-1.629814505577e-09,0.0,11500.0
E02,2025-03-23 03:10:00,40.5625,3.136916379444e-09,-2.636922262442,1.965090632439e-06,0.00043665734119710005,7.426366209983999e-06,5440.610181808001,11399.999999999998,-5.4016709327700004e-08,0.9324666857346,-8.195638656615999e-08,0.9642111215263001,185.28125,0.8419728628179,-5.459870282656001e-09,-3.49657421778e-10,517.0,2359.0,3.12,0.0,-3.492459654808e-09,-4.423782229424e-09,12064.0
E02,2025-03-23 03:10:00,40.5625,3.136916379444e-09,-2.636922262442,1.965090632439e-06,0.00043665734119710005,7.426366209983999e-06,5440.610181808001,11399.999999999998,-5.4016709327700004e-08,0.9324666857346,-8.195638656615999e-08,0.9642111215263001,185.28125,0.8419728628179,-5.459870282656001e-09,-3.49657421778e-10,517.0,2359.0,3.12,0.0,-1.629814505577e-09,-2.5611370801929998e-09,12064.999999999998
E02,2025-03-23 03:10:00,40.5625,3.136916379444e-09,-2.636922262442,1.965090632439e-06,0.00043665734119710005,7.426366209983999e-06,5440.610181808001,11399.999999999998,-5.4016709327700004e-08,0.9324666857346,-8.195638656615999e-08,0.9642111215263001,185.28125,0.8419728628179,-5.459870282656001e-09,-3.49657421778e-10,258.0,2359.0,3.12,0.0,-3.492459654808e-09,0.0,12100.0
E02,2025-03-23 03:20:00,40.8125,3.1437023763940005e-09,-2.562608740654,1.9632279872889997e-06,0.0004366687498987,7.426366209983999e-06,5440.610115051,12000.0,-3.725290298462e-08,0.9324634936473001,-8.381903171539e-08,0.9642109371986001,185.46875,0.8420447550011,-5.465227648668e-09,-3.578720496645e-10,517.0,2359.0,3.12,0.0,-3.492459654808e-09,-4.423782229424e-09,12664.0
E02,2025-03-23 03:20:00,40.8125,3.1437023763940005e-09,-2.562608740654,1.9632279872889997e-06,0.0004366687498987,7.426366209983999e-06,5440.610115051,12000.0,-3.725290298462e-08,0.9324634936473001,-8.381903171539e-08,0.9642109371986001,185.46875,0.8420447550011,-5.465227648668e-09,-3.578720496645e-10,258.0,2359.0,3.12,0.0,-3.492459654808e-09,0.0,12700.0
E02,2025-03-23 03:30:00,41.125,3.1515598465460004e-09,-2.488316169316,1.9632279872889997e-06,0.0004366816719994,7.426366209983999e-06,5440.610031128,12600.0,-2.2351741790770002e-08,0.9324602971713001,-8.195638656615999e-08,0.9642107382418001,185.65625,0.8421375961711001,-5.470942172416e-09,-3.6537236208260004e-10,517.0,2359.0,3.12,0.0,-3.492459654808e-09,-4.423782229424e-09,13264.0
E02,2025-03-23 03:30:00,41.125,3.1515598465460004e-09,-2.488316169316,1.9632279872889997e-06,0.0004366816719994,7.426366209983999e-06,5440.610031128,12600.0,-2.2351741790770002e-08,0.9324602971713001,-8.195638656615999e-08,0.9642107382418001,185.65625,0.8421375961711001,-5.470942172416e-09,-3.6537236208260004e-10,258.0,2359.0,3.12,0.0,-3.492459654808e-09,0.0,13300.0
E02,2025-03-23 03:40:00,41.53125,3.159417316699e-09,-2.414041888843,1.9632279872889997e-06,0.0004366933135316,7.424503564835e-06,5440.609935760001,13200.0,-9.313225746155e-09,0.9324570904549001,-7.82310962677e-08,0.9642105319703002,185.78125,0.8422487325947,-5.476656696163001e-09,-3.7180120129810003e-10,517.0,2359.0,3.12,0.0,-3.492459654808e-09,-4.423782229424e-09,13864.0
E02,2025-03-23 03:40:00,41.53125,3.159417316699e-09,-2.414041888843,1.9632279872889997e-06,0.0004366933135316,7.424503564835e-06,5440.609935760001,13200.0,-9.313225746155e-09,0.9324570904549001,-7.82310962677e-08,0.9642105319703002,185.78125,0.8422487325947,-5.476656696163001e-09,-3.7180120129810003e-10,258.0,2359.0,3.12,0.0,-3.492459654808e-09,0.0,13899.999999999998
E02,2025-03-23 03:50:00,42.0,3.167989102319e-09,-2.339780811205,1.965090632439e-06,0.00043670262675730005,7.424503564835e-06,5440.609828949,13799.999999999998,0.0,0.9324538720351001,-7.264316082001e-08,0.9642103154585,185.875,0.8423730791685,-5.482371219910001e-09,-3.771585673111e-10,517.0,2359.0,3.12,0.0,-3.492459654808e-09,-4.423782229424e-09,14463.999999999998
E02,2025-03-23 03:50:00,42.0,3.167989102319e-09,-2.339780811205,1.965090632439e-06,0.00043670262675730005,7.424503564835e-06,5440.609828949,13799.999999999998,0.0,0.9324538720351001,-7.264316082001e-08,0.9642103154585,185.875,0.8423730791685,-5.482371219910001e-09,-3.771585673111e-10,258.0,2359.0,3.12,0.0,-3.492459654808e-09,0.0,14500.0
E02,2025-03-23 04:00:00,42.5,3.1765608879400002e-09,-2.265530172951,1.966953277588e-06,0.00043670716695490004,7.424503564835e-06,5440.609714507999,14400.0,7.450580596924e-09,0.9324506433749001,-6.519258022308e-08,0.9642100916320001,185.90625,0.8425078724403001,-5.487371428189001e-09,-3.814444601214e-10,517.0,2359.0,3.12,0.0,-3.492459654808e-09,-4.423782229424e-09,15064.0
E02,2025-03-23 04:00:00,42.5,3.1765608879400002e-09,-2.265530172951,1.966953277588e-06,0.00043670716695490004,7.424503564835e-06,5440.609714507999,14400.0,7.450580596924e-09,0.9324506433749001,-6.519258022308e-08,0.9642100916320001,185.90625,0.8425078724403001,-5.487371428189001e-09,-3.814444601214e-10,258.0,2359.0,3.12,0.0,-3.492459654808e-09,0.0,15100.0
E02,2025-03-23 04:10:00,43.0,3.1851326735610004e-09,-2.191285368814,1.9688159227369996e-06,0.0004367073997855,7.424503564835e-06,5440.609596252,15000.0,1.3038516044620001e-08,0.9324474000855001,-5.774199962616e-08,0.964209859028,185.8125,0.8426485129957,-5.4920144787330005e-09,-3.84301721995e-10,517.0,2359.0,3.12,0.0,-3.492459654808e-09,-4.423782229424e-09,15664.0
E02,2025-03-23 04:10:00,43.0,3.1851326735610004e-09,-2.191285368814,1.9688159227369996e-06,0.0004367073997855,7.424503564835e-06,5440.609596252,15000.0,1.3038516044620001e-08,0.9324474000855001,-5.774199962616e-08,0.964209859028,185.8125,0.8426485129957,-5.4920144787330005e-09,-3.84301721995e-10,258.0,2359.0,3.12,0.0,-3.492459654808e-09,0.0,15700.0
E02,2025-03-23 04:20:00,43.5,3.193347301447e-09,-2.117037428181,1.9688159227369996e-06,0.00043670285958800003,7.424503564835e-06,5440.609479904,15600.0,1.4901161193850002e-08,0.9324441450927999,-5.0291419029239996e-08,0.9642096249611001,185.6875,0.8427860287581,-5.495586056075e-09,-3.868018261344e-10,517.0,2359.0,3.12,0.0,-3.492459654808e-09,-4.423782229424e-09,16474.0
E02,2025-03-23 04:20:00,43.5,3.193347301447e-09,-2.117037428181,1.9688159227369996e-06,0.00043670285958800003,7.424503564835e-06,5440.609479904,15600.0,1.4901161193850002e-08,0.9324441450927999,-5.0291419029239996e-08,0.9642096249611001,185.6875,0.8427860287581,-5.495586056075e-09,-3.868018261344e-10,258.0,2359.0,3.12,0.0,-3.492459654808e-09,0.0,16500.0
E02,2025-03-23 04:30:00,43.9375,3.2019190870680003e-09,-2.0427795675,1.966953277588e-06,0.0004366943612695,7.424503564835e-06,5440.6093692780005,16200.000000000002,1.4901161193850002e-08,0.9324408798597,-4.4703483581540004e-08,0.9642093850426001,185.46875,0.8429136434908999,-5.499157633417001e-09,-3.885876148053e-10,517.0,2359.0,3.12,0.0,-3.492459654808e-09,-4.423782229424e-09,16864.0
E02,2025-03-23 04:30:00,43.9375,3.2019190870680003e-09,-2.0427795675,1.966953277588e-06,0.0004366943612695,7.424503564835e-06,5440.6093692780005,16200.000000000002,1.4901161193850002e-08,0.9324408798597,-4.4703483581540004e-08,0.9642093850426001,185.46875,0.8429136434908999,-5.499157633417001e-09,-3.885876148053e-10,258.0,2359.0,3.12,0.0,-3.492459654808e-09,0.0,16900.0
E02,2025-03-23 04:40:00,44.3125,3.2097765572200003e-09,-1.968500968492,1.96136534214e-06,0.0004366820212454,7.4226409196849995e-06,5440.609273911,16800.0,1.4901161193850002e-08,0.9324376073119001,-4.0978193283079996e-08,0.9642091451240001,185.21875,0.8430205359891,-5.501657737556e-09,-3.896590880079e-10,517.0,2359.0,3.12,0.0,-3.492459654808e-09,-4.423782229424e-09,17464.0
E02,2025-03-23 04:40:00,44.3125,3.2097765572200003e-09,-1.968500968492,1.96136534214e-06,0.0004366820212454,7.4226409196849995e-06,5440.609273911,16800.0,1.4901161193850002e-08,0.9324376073119001,-4.0978193283079996e-08,0.9642091451240001,185.21875,0.8430205359891,-5.501657737556e-09,-3.896590880079e-10,258.0,2359.0,3.12,0.0,-3.492459654808e-09,0.0,17500.0
E02,2025-03-23 04:50:00,44.5625,3.217276869638e-09,-1.894204292206,1.953914761543e-06,0.00043666851706800004,7.415190339088e-06,5440.609193802,17400.0,1.3038516044620001e-08,0.9324343230608,-3.725290298462e-08,0.9642089052054001,184.96875,0.8431093716895002,-5.5038006839620004e-09,-3.903734034763e-10,517.0,2359.0,3.12,0.0,-3.492459654808e-09,-4.423782229424e-09,18064.0
E02,2025-03-23 04:50:00,44.5625,3.217276869638e-09,-1.894204292206,1.953914761543e-06,0.00043666851706800004,7.415190339088e-06,5440.609193802,17400.0,1.3038516044620001e-08,0.9324343230608,-3.725290298462e-08,0.9642089052054001,184.96875,0.8431093716895002,-5.5038006839620004e-09,-3.903734034763e-10,258.0,2359.0,3.12,0.0,-3.492459654808e-09,0.0,18100.0
E02,2025-03-23 05:00:00,44.75,3.224420024322e-09,-1.819883651859,1.942738890648e-06,0.0004366566427052,7.405877113342e-06,5440.609136581,18000.0,1.117587089539e-08,0.9324310314952,-3.5390257835390003e-08,0.9642086652869001,184.75,0.8431742638097002,-5.505229314898001e-09,-3.907305612105e-10,517.0,2359.0,3.12,0.0,-3.492459654808e-09,-4.423782229424e-09,18664.0
E02,2025-03-23 05:00:00,44.75,3.224420024322e-09,-1.819883651859,1.942738890648e-06,0.0004366566427052,7.405877113342e-06,5440.609136581,18000.0,1.117587089539e-08,0.9324310314952,-3.5390257835390003e-08,0.9642086652869001,184.75,0.8431742638097002,-5.505229314898001e-09,-3.907305612105e-10,258.0,2359.0,3.12,0.0,-3.492459654808e-09,0.0,18700.0
E02,2025-03-23 05:10:00,44.8125,3.2308488635380005e-09,-1.745533802889,1.931563019753e-06,0.00043664861004800006,7.389113306998999e-06,5440.609104155999,18600.0,1.117587089539e-08,0.9324277340778,-3.5390257835390003e-08,0.9642084268312001,184.59375,0.8432099677883,-5.506300788101e-09,-3.910877189447e-10,517.0,2359.0,3.12,0.0,-3.492459654808e-09,-4.423782229424e-09,19264.0
E02,2025-03-23 05:10:00,44.8125,3.2308488635380005e-09,-1.745533802889,1.931563019753e-06,0.00043664861004800006,7.389113306998999e-06,5440.609104155999,18600.0,1.117587089539e-08,0.9324277340778,-3.5390257835390003e-08,0.9642084268312001,184.59375,0.8432099677883,-5.506300788101e-09,-3.910877189447e-10,258.0,2359.0,3.12,0.0,-3.492459654808e-09,0.0,19300.0
E02,2025-03-23 05:20:00,44.84375,3.2369205450190002e-09,-1.671150441392,1.920387148857e-06,0.0004366462817416,7.364898920058999e-06,5440.609100342,19200.0,9.313225746155e-09,0.9324244322717,-3.5390257835390003e-08,0.9642081898385,184.53125,0.8432121782575002,-5.507015103569e-09,-3.910877189447e-10,517.0,2359.0,3.12,0.0,-3.492459654808e-09,-4.423782229424e-09,19864.0
E02,2025-03-23 05:20:00,44.84375,3.2369205450190002e-09,-1.671150441392,1.920387148857e-06,0.0004366462817416,7.364898920058999e-06,5440.609100342,19200.0,9.313225746155e-09,0.9324244322717,-3.5390257835390003e-08,0.9642081898385,184.53125,0.8432121782575002,-5.507015103569e-09,-3.910877189447e-10,258.0,2359.0,3.12,0.0,-3.492459654808e-09,0.0,19900.0
E02,2025-03-23 05:30:00,44.8125,3.242635068766e-09,-1.596740407973,1.9129365682599997e-06,0.00043665268458430005,7.335096597671999e-06,5440.609125137,19800.0,9.313225746155e-09,0.9324211260767999,-3.5390257835390003e-08,0.9642079557716001,184.59375,0.8431877328963999,-5.507015103569e-09,-3.910877189447e-10,517.0,2359.0,3.12,0.0,-3.492459654808e-09,-4.423782229424e-09,20464.000000000004
E02,2025-03-23 05:30:00,44.8125,3.242635068766e-09,-1.596740407973,1.9129365682599997e-06,0.00043665268458430005,7.335096597671999e-06,5440.609125137,19800.0,9.313225746155e-09,0.9324211260767999,-3.5390257835390003e-08,0.9642079557716001,184.59375,0.8431877328963999,-5.507015103569e-09,-3.910877189447e-10,258.0,2359.0,3.12,0.0,-3.492459654808e-09,0.0,20500.0
